x,y,boundary_type,cluster_id
7.557771,9.7280035,Sentence,0
7.6121206,14.526299,Sentence,2
7.489206,11.126394,Sentence,0
7.8463225,11.388839,Sentence,0
8.255367,12.477806,Sentence,0
8.158478,13.62704,Sentence,2
10.8319435,13.71423,Sentence,2
6.940126,13.632813,Sentence,1
11.579863,11.713587,Sentence,1
9.230774,11.609665,Sentence,0
9.821092,11.260752,Sentence,3
8.817192,15.335917,Sentence,1
8.791824,8.414246,Sentence,1
10.268193,11.47753,Sentence,1
7.6939244,12.820194,Sentence,0
7.2741647,11.127301,Sentence,0
8.548128,13.8831,Sentence,2
9.847774,13.593054,Sentence,2
8.416012,11.454745,Sentence,0
10.128209,15.197049,Sentence,3
10.261586,11.4819975,Sentence,1
7.8649387,14.127542,Sentence,2
11.247143,12.906168,Sentence,0
8.814271,14.21294,Sentence,2
9.697755,13.467206,Sentence,2
10.473317,19.998152,Sentence,1
10.611214,9.723238,Sentence,1
9.094766,12.116589,Sentence,1
7.227684,12.708453,Sentence,0
6.955302,11.081826,Sentence,0
11.226547,11.584168,Sentence,1
8.476759,8.222359,Sentence,3
9.143165,11.813679,Sentence,2
8.870348,11.097838,Sentence,2
7.8737783,9.036573,Sentence,1
10.001001,15.336004,Sentence,1
7.688711,14.3889475,Sentence,2
8.75912,13.845507,Sentence,2
7.223233,14.07711,Sentence,2
8.033576,12.096542,Sentence,0
10.391433,15.116605,Sentence,2
7.643725,13.12233,Sentence,0
8.320304,13.607543,Sentence,2
11.481939,7.8939433,Sentence,1
8.176579,12.807842,Sentence,2
8.073602,11.291513,Sentence,1
7.428579,10.235451,Sentence,0
8.406533,13.570639,Sentence,2
7.79465,11.811187,Sentence,0
7.466561,12.062843,Sentence,0
7.5492406,13.465531,Sentence,2
7.6463814,11.457253,Sentence,0
6.4057646,13.538663,Sentence,0
6.448458,13.585172,Sentence,1
8.066103,12.733444,Sentence,2
9.347109,14.852504,Sentence,2
11.159015,12.123295,Sentence,2
7.952346,12.149928,Sentence,0
11.334078,9.99838,Sentence,3
7.9818106,14.06042,Sentence,2
7.4895663,11.679556,Sentence,0
9.36105,15.664063,Sentence,3
7.9815383,12.714914,Sentence,2
7.5297627,10.178678,Sentence,0
8.994499,13.508957,Sentence,2
7.381091,13.847091,Sentence,2
9.418163,9.941184,Sentence,0
